month,day,year,id,age,kg.meat,hours,datatype
6,22,2001,3114,69,0,NA,3
6,23,2001,3114,69,0,NA,3
6,24,2001,3114,69,4.87,NA,3
6,25,2001,3114,69,0,NA,3
6,26,2001,3114,69,0,NA,3
6,27,2001,3114,69,0,NA,3
6,28,2001,3114,69,0,NA,3
6,29,2001,3114,69,7.8,NA,3
7,28,2001,3114,69,0,NA,3
7,29,2001,3114,69,0,NA,3
7,30,2001,3114,69,4.87,NA,3
7,31,2001,3114,69,0,NA,3
8,1,2001,3114,69,0,NA,3
8,2,2001,3114,69,0,NA,3
8,22,2001,3114,69,0,NA,3
9,4,2001,3114,69,0,NA,3
9,5,2001,3114,69,0,NA,3
9,6,2001,3114,69,8.74,NA,3
9,7,2001,3114,69,0,NA,3
9,19,2001,3114,69,0,NA,3
9,20,2001,3114,69,0,NA,3
9,21,2001,3114,69,0,NA,3
9,22,2001,3114,69,0,NA,3
9,23,2001,3114,69,0,NA,3
9,24,2001,3114,69,0,NA,3
9,25,2001,3114,69,0,NA,3
9,26,2001,3114,69,0,NA,3
9,27,2001,3114,69,0,NA,3
9,28,2001,3114,69,0,NA,3
9,29,2001,3114,69,0,NA,3
11,24,2001,3114,69,0,NA,3
11,25,2001,3114,69,0,NA,3
11,29,2001,3114,69,0,NA,3
11,30,2001,3114,69,4.96,NA,3
12,1,2001,3114,69,8.74,NA,3
12,2,2001,3114,69,0,NA,3
12,6,2001,3114,69,0,NA,3
12,7,2001,3114,69,0,NA,3
12,8,2001,3114,69,8.74,NA,3
4,7,2002,3114,70,0,NA,3
4,8,2002,3114,70,0,NA,3
4,9,2002,3114,70,0,NA,3
4,10,2002,3114,70,0,NA,3
6,18,2002,3114,70,0,NA,3
6,19,2002,3114,70,4.96,NA,3
6,20,2002,3114,70,0,NA,3
6,21,2002,3114,70,0,NA,3
6,22,2002,3114,70,0,NA,3
6,23,2002,3114,70,0,NA,3
6,24,2002,3114,70,0,NA,3
6,25,2002,3114,70,0,NA,3
7,13,2002,3114,70,0,NA,3
7,14,2002,3114,70,7.8,NA,3
7,28,2002,3114,70,4.87,NA,3
7,29,2002,3114,70,7.8,NA,3
7,30,2002,3114,70,0,NA,3
7,31,2002,3114,70,4.87,NA,3
8,1,2002,3114,70,0,NA,3
8,7,2002,3114,70,0,NA,3
8,8,2002,3114,70,2.85,NA,3
8,9,2002,3114,70,4.87,NA,3
8,10,2002,3114,70,2.85,NA,3
8,11,2002,3114,70,0,NA,3
8,17,2002,3114,70,0,NA,3
8,18,2002,3114,70,0,NA,3
8,19,2002,3114,70,0,NA,3
8,20,2002,3114,70,0,NA,3
9,1,2002,3114,70,0,NA,3
9,2,2002,3114,70,4.87,NA,3
9,3,2002,3114,70,12.76,NA,3
9,4,2002,3114,70,8.74,NA,3
9,13,2002,3114,70,0,NA,3
9,14,2002,3114,70,0,NA,3
9,15,2002,3114,70,0,NA,3
9,16,2002,3114,70,0,NA,3
9,17,2002,3114,70,0,NA,3
9,18,2002,3114,70,0,NA,3
9,19,2002,3114,70,0,NA,3
9,20,2002,3114,70,0,NA,3
10,2,2002,3114,70,0,NA,3
10,3,2002,3114,70,4.87,NA,3
10,4,2002,3114,70,0,NA,3
10,5,2002,3114,70,0,NA,3
11,5,2002,3114,70,0,NA,3
11,6,2002,3114,70,0,NA,3
11,7,2002,3114,70,0,NA,3
11,8,2002,3114,70,8.74,NA,3
11,9,2002,3114,70,4.96,NA,3
11,10,2002,3114,70,4.96,NA,3
11,11,2002,3114,70,7.8,NA,3
11,13,2002,3114,70,0,NA,3
11,14,2002,3114,70,0,NA,3
11,15,2002,3114,70,0,NA,3
11,16,2002,3114,70,0,NA,3
11,17,2002,3114,70,0,NA,3
1,8,2003,3114,71,0,NA,3
1,9,2003,3114,71,0,NA,3
1,10,2003,3114,71,0,NA,3
1,11,2003,3114,71,2.6,NA,3
1,12,2003,3114,71,0,NA,3
1,28,2003,3114,71,0,NA,3
1,29,2003,3114,71,0,NA,3
1,30,2003,3114,71,4.96,NA,3
1,31,2003,3114,71,0,NA,3
2,1,2003,3114,71,0,NA,3
2,2,2003,3114,71,0,NA,3
2,23,2003,3114,71,0,NA,3
2,24,2003,3114,71,4.87,NA,3
2,25,2003,3114,71,0,NA,3
2,26,2003,3114,71,4.96,NA,3
5,31,2003,3114,71,0,NA,3
6,1,2003,3114,71,0,NA,3
6,2,2003,3114,71,4.96,NA,3
6,3,2003,3114,71,0,NA,3
6,4,2003,3114,71,0,NA,3
6,5,2003,3114,71,0,NA,3
6,6,2003,3114,71,8.74,NA,3
7,3,2003,3114,71,4.87,NA,3
7,23,2003,3114,71,0,NA,3
7,24,2003,3114,71,0,NA,3
7,25,2003,3114,71,0,NA,3
7,26,2003,3114,71,0,NA,3
7,28,2003,3114,71,0,NA,3
7,29,2003,3114,71,0,NA,3
7,30,2003,3114,71,0,NA,3
7,31,2003,3114,71,4.87,NA,3
